"COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2011","2629178256.633173","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2012","2461088805.348003","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2013","2894977893.400992","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2014","3035785424.917011","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2015","2563736401.768334","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2016","2821964680.710047","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2017","2607236509.315079","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2018","2984725655.072203","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2019","2528576056.946982","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2020","2346545213.149252","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2021","2902665229.418286","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2022","3460438797.110219","Millions"
"Argentina","Secondary income, Credit/Revenue","US dollar","Annual","2023","3311717443.158109","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2005","40434150000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2006","46617500000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2007","56076562000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2008","70159472000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2009","55790984000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2010","68305873000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2011","83119709000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2012","80083655000","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2013","75928228361.0699","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2014","68440435907","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2015","56809053493","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2016","57959933690.53","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2017","58661873551.7799","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2018","61801002638.2899","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2019","65162061724.8101","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2020","54945509698.7797","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2021","77986576165.4501","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2022","88514609404.7099","Millions"
"Argentina","Goods, Credit/Revenue","US dollar","Annual","2023","66836201990.6802","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2005","7496890000","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2006","8673972519.7611","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2007","11027218519.88699","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2008","13646484098.47957","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2009","12536652813.23904","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2010","14620732010.52047","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2011","17649469312.45995","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2012","18344325453.52956","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2013","19008807883.71412","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2014","18037663981.12762","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2015","19028557043.22071","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2016","21876362069.761","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2017","25201640554.20664","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2018","24277430963.87693","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2019","19645594222.0304","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2020","12028020373.25807","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2021","13288827175.81074","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2022","21236582139.46713","Millions"
"Argentina","Services, Debit/Expenditure","US dollar","Annual","2023","22526462141.4393","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2005","5265250000","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2006","5537347786.193312","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2007","6473157762.12915","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2008","9725553129.52469","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2009","4017158924.88408","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2010","11332718626.43446","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2011","10839930944.6815","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2012","15323933916.82412","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2013","9821661858.15874","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2014","5065335541.96486","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2015","11758994011.28604","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2016","3260164341.773935","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2017","11516861462.28447","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2018","11716769818.7543","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2019","6649187837.986065","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2020","4884127675.957077","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2021","6658049679.277279","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2022","15200600517.71498","Millions"
"Argentina","Direct investment, Net incurrence of liabilities, Liabilities","US dollar","Annual","2023","23866141439.65399","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2005","145021521462.2886","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2006","171534329133.7179","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2007","185896680330.5455","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2008","158077559985.426","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2009","181753988477.1926","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2010","200892766355.9514","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2011","207266097047.0353","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2012","206611385841.3542","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2013","200950380235.9333","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2014","213653473314.2595","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2015","215739769684.1712","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2016","244152813386.7057","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2017","320264484498.2427","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2018","312434537289.358","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2019","284488119266.9051","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2020","277142482995.2152","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2021","294504517863.8236","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2022","309266712096.554","Millions"
"Argentina","International investment position, Liabilities, Adjusted using IMF accounting records","US dollar","Annual","2023","330577834004.0469","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2005","-3954190000","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2006","-3098627065.632336","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2007","-4968924800.784573","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2008","-8334618540.64712","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2009","-3305612521.138412","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2010","-10367957946.04266","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2011","-9351930944.681497","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2012","-14269084338.76778","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2013","-8931688999.43165","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2014","-3144794108.859814","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2015","-10883760783.93179","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2016","-1473633407.025894","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2017","-10361231244.25995","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2018","-9990788246.04858","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2019","-5126459686.190734","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2020","-3706950767.351604","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2021","-5114187941.518421","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2022","-13110763934.65828","Millions"
"Argentina","Direct investment, Net (net acquisition of financial assets less net incurrence of liabilities)","US dollar","Annual","2023","-20904799580.01644","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2005","-1368310000","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2006","1260993600","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2007","1173548800.1165","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2008","2155563849.22957","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2009","645533914.306097","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2010","-586412713.326785","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2011","-391619915.1968373","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2012","264924915.325646","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2013","496558837.2929756","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2014","-25212190.3508557","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2015","92682590.1250328","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2016","797839563.818502","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2017","5502338283.79592","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2018","6166701477.734635","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2019","2104372671.530147","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2020","-2979896653.965988","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2021","1494873949.360515","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2022","1814509285.160892","Millions"
"Argentina","Portfolio investment, Net acquisition of financial assets, Assets","US dollar","Annual","2023","1205281066.470792","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2005","-7305360000","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2006","-7722609982.90152","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2007","-7594655763.44789","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2008","-9034190700.03839","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2009","-10318875001.57297","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2010","-14547533203.93696","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2011","-15073067099.85112","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2012","-13753840627.05301","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2013","-13164827574.84384","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2014","-11613847481.20721","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2015","-12104598578.60441","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2016","-12192210740.78799","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2017","-16380283705.53563","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2018","-18650230325.03889","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2019","-17732164561.91856","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2020","-10505577749.12924","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2021","-9772634371.62035","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2022","-11527834067.62791","Millions"
"Argentina","Primary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2023","-13502259583.66846","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2005","9088337053.752991","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2006","3493492624.17676","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2007","13090568797.1051","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2008","18831755.17363573","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2009","1334413432.706933","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2010","4156732697.479136","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2011","-6106834854.05212","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2012","-3304123015.574762","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2013","-11823878353.1238","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2014","1194519835.794086","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2015","-4905102921.020966","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2016","14324709800.71092","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2017","14532078459.03906","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2018","11264436469.36159","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2019","-21367303425.58074","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2020","-6912917524.905734","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2021","-711874580.7692961","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2022","6880754152.701609","Millions"
"Argentina","Reserve assets, Assets, Adjusted using IMF accounting records","US dollar","Annual","2023","-21646729042.4387","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2005","483890000","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2006","954769929.946758","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2007","1072613680.045851","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2008","1114460055.351727","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2009","920172175.114258","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2010","581016684.107961","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2011","534442857.7423888","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2012","672112204.05189","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2013","734134663.409384","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2014","1534643554.832939","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2015","1082834496.258724","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2016","1122922460.163678","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2017","371433654.5376978","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2018","1245119338.216555","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2019","849134939.9519643","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2020","1099524344.026894","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2021","1402045447.09615","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2022","1943626142.430413","Millions"
"Argentina","Secondary income balance (credit less debit), Net (credits less debits)","US dollar","Annual","2023","1899474290.052931","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2005","741330000","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2006","842851124.475273","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2007","1035120857.797834","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2008","1296094502.316992","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2009","1422919708.228892","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2010","1834045146.576685","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2011","2094735398.890783","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2012","1788976601.296111","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2013","2160843229.991607","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2014","1501141870.084071","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2015","1480901905.509611","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2016","1699042220.546368","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2017","2235802854.77738","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2018","1739606316.855648","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2019","1679441116.995017","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2020","1247020869.122358","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2021","1500619782.322135","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2022","1516812654.679804","Millions"
"Argentina","Secondary income, Debit/Expenditure","US dollar","Annual","2023","1412243153.105178","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2005","11617170000","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2006","13407223307.09304","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2007","14219334366.16912","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2008","14659184830.225","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2009","13850035701.28668","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2010","17312724976.15329","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2011","18308929678.44119","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2012","16009326438.1728","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2013","15591532590.56182","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2014","14175617200.82208","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2015","14463961154.99015","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2016","15016681690.78254","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2017","20396923714.35832","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2018","24927107103.15577","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2019","24060290895.72519","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2020","14310849468.14773","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2021","12317507803.49727","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2022","15408208918.87024","Millions"
"Argentina","Primary income, Debit/Expenditure","US dollar","Annual","2023","19813579897.86755","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2005","27300100000","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2006","32587900000","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2007","42524500000","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2008","54596200000","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2009","37146134000","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2010","54158763701.51","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2011","70768777913.21","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2012","65042742213.46","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2013","71292993120.16","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2014","62898966094.1","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2015","57594229885.62","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2016","53543776748.93","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2017","64108936659.32","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2018","62544230316.48","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2019","46928338266.5098","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2020","40314811521.68987","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2021","59291110550.4198","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2022","76162545002.6499","Millions"
"Argentina","Goods, Debit/Expenditure","US dollar","Annual","2023","69773052502.0298","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2005","0","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2006","-126644535.3070049","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2007","-564587408.4400917","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2008","-934700000","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2009","-1248300000","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2010","712257966.8546916","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2011","-2356181400.293738","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2012","-2908181466.03051","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2013","32376671.54402168","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2014","168206900.7621948","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2015","24991331.06633404","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2016","-222045038.3503322","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2017","96225600","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2018","45425409.453849","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2019","22612817.75802837","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2020","-665096.6365393438","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2021","687896.0525681256","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2022","-4296645.24067471","Millions"
"Argentina","Financial derivatives (other than reserves) and employee stock options, Net incurrence of liabilities, Liabilities","US dollar","Annual","2023","2334997.71056953","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2005","335858111.032699","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2006","947998900.66788","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2007","-269388105.08254","Millions"
"Argentina","Net errors and omissions, Net (credits less debits), Adjusted using IMF accounting records","US dollar","Annual","2008","949139592.5547856","Millions"
